id,title,release_date,developer,genres,price,reviews,percent_positive
12757,Miniature Garden,2017-03-30,Muzintou,Adventure;Casual;Indie,32.8,78,0.85
12758,Dungeon of Zolthan,2016-05-11,Robert Alvarez,Action;Adventure;Indie,2.6,73,0.9
12759,Pure Chess Grandmaster Edition,2016-09-09,Ripstone,Casual;Indie;Simulation;Sports;Strategy,29.7,75,0.7
12760,Run Jump Fail,2018-05-02,Luke O'Connor,Action;Casual;Indie,16.06,5022,0.8
12761,Xpand Rally Xtreme,2008-10-08,Techland,Racing,18.54,88,0.86
12762,Umihara Kawase BaZooKa!,2020-05-28,Studio Saizensen,"Action,Brawler,Platform,",43.34,29,0.86
12763,Purrfect Date - Visual Novel/Dating Simulator,2017-12-15,Bae Team,Adventure;Casual;Indie;RPG;Simulation,21.64,42,0.8
12765,Negligee: Spring Clean,2021-08-06,Dharker Studio,"Visual novel,",42.78,187,0.74
12768,Vector 36,2017-01-25,Red River Studio,Action;Indie;Racing;Simulation,32.8,18,0.66
12769,Reflex Arena,2017-03-08,Turbo Pixel Studios,Action;Indie,22.88,264,0.98
12771,"Rats, Bats, and Bones",2018-12-19,Mark Begenisich,Indie;Strategy;Early Access,21.64,227,0.8
12772,Toadled,2016-09-22,Giant Fox Studios,Action;Casual;Indie,3.6,1312,0.84
12773,Double Dragon IV,2017-01-30,Arc System Works,Violent;Action,29.7,116,0.88
12777,Carpe Diem: Reboot,2017-09-29,Moonlit Works,Casual;Indie,12.34,110,0.89
12779,Littlewitch Romanesque: Editio Regia,2015-04-03,Littlewitch,Casual;Simulation;Strategy,28.46,92,0.77
12781,NEKO-NIN exHeart +PLUS Saiha,2017-11-17,Whirlpool,Sexual Content;Nudity;Action;Casual;Indie;Simulation,5.27,11,0.81
12783,Umihara Kawase Fresh!,2020-05-28,Studio Saizensen,"Adventure,Platform,Puzzle,",80.54,187,0.73
12784,Gaia Beyond,2018-03-30,"Florian Richter, Tobias Offermanns, Devendra Pohly",Action;Indie;RPG;Early Access,28.46,107,0.52
12785,Music Wars Empire,2016-06-01,Antuan Johnson,Indie;Simulation;Strategy,29.7,151,0.76
12787,Adventures of Bertram Fiddle 2: A Bleaker Predicklement,2017-08-24,Rumpus Animation,"Adventure,",20.4,68,0.95
12788,Flipon,2020-10-08,Damien Mayance,"Puzzle,",10.23,45,0.8
12793,Looterkings,2017-08-11,Looterkings,Action;Indie;RPG,34.66,47,0.82
12795,Jamestown,2011-06-08,Final Form Games,Action;Indie,21.64,626,0.62
12796,MoonBase Commander,2014-02-06,Humongous Entertainment,Strategy,18.54,84,0.95
12797,Disney Planes,2014-10-06,Behaviour Interactive,Action;Adventure,32.8,12,0.91
12799,Roads of Rome 2,2015-10-16,Whiterra,Adventure;Casual;Simulation;Strategy,14.2,47,0.91
12800,Waveform,2012-03-20,Eden Industries,Adventure;Indie;Strategy,3.41,16,0.81
12801,Momoiro Closet,2018-05-07,Frontwing,Adventure;Casual,43.34,93,0.79
12803,March of the Eagles,2013-02-18,Paradox Development Studio,Simulation;Strategy,35.03,11,0.81
12807,Fortissimo FA INTL Ver,2018-08-23,Lacryma;YAMAYURI GAMES,Adventure;Indie;Simulation,29.76,104,0.83
12808,Spinch,2020-09-03,Queen Bee Games,"Platform,",28.46,307,0.88
12809,Odysseus Kosmos and his Robot Quest (Complete Season),2017-12-01,Pavel Kostin,Indie,21.64,46,0.67
12811,Flashback,2019-02-28,Paul Cuisset,Action;Adventure,30.94,19,0.94
12814,Ski Sniper,2017-05-18,Crazy Rocks,Violent;Gore;Action;Casual;Sports,16.06,10,1.0
12817,Panda Run,2017-08-31,Jam,Adventure;Casual;Indie,35.28,12,0.91
12820,Crash Dive,2015-07-06,Panic Ensues Software,Simulation;Strategy,10.23,41,0.97
12822,Razenroth,2015-08-28,Enitvare,Action;Indie;RPG,16.06,489,0.8
12823,Pixel Puzzles 2: Christmas,2018-11-27,DL Softworks,Casual;Indie;Simulation;Sports;Strategy,12.34,26,0.88
12825,Redneck Rampage Rides Again,2017-06-05,Xatrix Entertainment,Violent;Action;Adventure,22.88,25,0.8
12826,Forgotten Places: Regained Castle,2018-01-25,Sungift Games,Adventure;Casual;Indie,12.34,79,0.74
12827,Pandemonium,1996-10-31,Crystal Dynamics,"Platform,",19.78,252,0.76
12830,Dissembler,2018-02-21,Ian MacLarty,Casual;Indie,10.23,220,0.88
12833,Nyasha Land of Elves,2019-04-13,Zloy Krot Studio,Casual;Indie,5.27,52,0.44
12834,Flockers,2014-09-19,Team17 Digital Ltd,Action;Indie;Strategy,35.03,60,0.8
12835,Din's Curse,2012-08-22,Soldak Entertainment,Action;Indie;RPG,22.88,193,0.85
12839,Unknightly,2017-11-30,Portal Studios,Action;Adventure;Indie;Early Access,32.8,58,0.96
12841,A grande bagunça espacial - The big space mess,2016-04-05,RMAL,Action;Casual;Indie,2.6,127,0.88
12843,Critter Crunch,2012-09-11,Capybara Games,Action;Indie;Casual,16.06,91,0.75
12844,RollingSky2,2020-04-01,Cheetah Mobile,"Endless runner,",25.98,232,0.94
12847,The Next BIG Thing,2011-04-21,Pendulo Studios,Adventure,12.34,364,0.61
12848,Gnomes Garden: Christmas Story,2018-12-11,Toyman,Casual;Strategy,28.46,32,1.0
12850,Tank Destroyer,2017-03-09,Freedomize Studio,Action;Indie,12.34,295,0.77
12851,NEO AQUARIUM - The King of Crustaceans -,2015-06-08,Nussoft,Action;Indie,22.26,214,0.83
12853,In the Raven Shadow  Ve stínu havrana,2017-07-11,"Rainbow Rhino;CINEMAX, s.r.o.",Adventure;Indie,14.2,449,0.6
12858,The Glade,2017-05-29,Kelly Studios,Violent;Action;Adventure;Indie;RPG,12.34,49,0.73
12860,The Consuming Shadow,2015-11-20,Ben 'Yahtzee' Croshaw,Adventure,22.88,248,0.93
12862,Satellite,2018-02-23,7DOTS;Rock Frog,Adventure;Casual;Indie,7.75,104,0.82
12867,Beachhead 2002,2017-05-01,Digital Fusion Inc.,Action;Casual,10.48,87,0.93
12870,Escape Goat,2013-10-09,MagicalTimeBean,Action;Indie,16.06,258,0.75
12871,- Arcane Raise -,2017-03-10,Arcane Raise,Adventure;Casual;Indie;RPG;Strategy,10.48,363,0.77
12872,RC-AirSim - RC Model Airplane Flight Simulator,2017-02-27,Fabricated Reality Software,Indie;Racing;Simulation,19.78,215,0.85
12873,MotoGP17,2017-06-15,Milestone S.r.l.,Racing;Simulation;Sports,37.14,129,0.92
12876,Minotaur Arcade Volume 1,2018-12-21,Llamasoft Ltd.,Action,16.06,403,0.9
12878,Way of the Passive Fist,2018-03-06,Household Games Inc.,Action;Indie,28.46,34,0.82
12882,The Eagle's Heir,2017-03-30,Choice of Games,Adventure;Indie;RPG,12.34,72,0.81
12883,God's Basement,2018-10-16,Erebus,Adventure;Indie,28.46,2319,0.77
12885,UBERMOSH:WRAITH,2017-01-29,Walter Machado,Action;Indie,3.22,15,0.8
12886,Lifeless Planet Premier Edition,2014-06-06,Stage 2 Studios,Action;Adventure;Indie,32.8,41,0.82
12889,7 Wonders II,2008-06-10,MumboJumbo,Casual,22.88,15,1.0
12890,Firebird - La Peri,2016-08-19,Innerspace VR,Adventure;Indie,10.23,62,0.79
12892,HENTAI PUZZLE,2018-12-19,NEKOPURU;????,Casual;Indie,2.6,16,0.93
12894,Idle Bouncer,2017-09-27,Upturn Games,Casual;Free to Play,0.0,94,0.91
12898,688(I) Hunter/Killer,2006-10-26,Sonalysts,Strategy,22.88,1327,0.84
12899,Rogue Bit,2018-10-10,Bigosaur,Indie;Simulation,18.54,59,0.83
12901,VRITRA COMPLETE EDITION,2018-08-30,Neotro Inc.,Action;Casual;Indie,27.22,282,0.73
12902,"Planes, Bullets and Vodka",2016-12-13,NukGames,Action;Casual;Indie,7.44,10,0.8
12903,Primitive Shooter,2018-02-07,Primitive Studio,Action;Indie;Strategy,2.6,82,0.87
12904,Dynamite Alex,2016-09-08,Ryan Silberman,Action;Indie,2.6,81,0.96
12906,Beauty and the Beast: Hidden Object Fairy Tale. HOG,2018-08-07,Crisp App Studio,Adventure;Casual;Indie,7.75,12,1.0
12908,Sentience: The Android's Tale,2017-06-02,Pilgrim Adventures,Adventure;Indie,8.68,27,0.66
12914,Quell Reflect,2015-05-14,Fallen Tree Games Ltd,Indie,10.23,290,0.53
12917,LocoCycle,2014-02-14,Twisted Pixel Games,Action;Adventure;Casual;Racing,22.88,96,0.92
12918,The Journey Down: Chapter One,2013-01-09,SkyGoblin,Adventure;Indie,16.06,53,0.81
12920,Nuclear Dawn,2011-09-26,GameConnect;InterWave Studios,Action;Strategy,21.64,164,0.77
12921,Under One Wing,2019-02-28,Harmorise,Adventure;Indie;RPG,43.34,15,0.8
12922,Future Unfolding,2017-03-15,Spaces of Play UG,Adventure;Indie,32.8,215,0.79
12923,Venusian Vengeance,2015-03-27,Renegade Sector Games,Action;Indie,10.23,45,0.82
12924,Hidden Object 6-in-1 bundle,2016-03-16,Alawar Entertainment,Casual,25.36,182,0.8
12925,Making History: The Second World War,2018-04-27,Factus Games,Indie;Simulation;Strategy,45.2,433,0.89
12927,Oblivious Garden ~Carmina Burana,2014-12-12,CorypheeSoft;DigitalEZ,Adventure;Casual;Indie,32.8,778,0.84
12932,Cinderella Escape! R12,2015-11-16,Hajime Doujin Circle,Indie,16.06,12,1.0
12933,Last Word,2015-05-08,Twelve Tiles,Adventure;Casual;Indie;RPG,22.88,48909,0.96
12935,Castle of no Escape 2,2016-12-21,D.E.X. Team,Action;Indie,12.34,79,0.78
12936,Mini Thief,2018-10-12,Stranga;Tommah,Casual;Indie;Strategy,4.22,18,1.0
12942,The Lost Legends of Redwall: Escape the Gloomer,2018-11-16,Soma Games;Clopas LLC,Adventure;Indie,12.34,49,0.93
12943,All-Star Fruit Racing,2018-07-13,3DClouds.it,Action;Indie;Racing;Sports,28.46,31,0.45
12945,War Of The Zombie,2018-04-04,Van der Veer Games,Gore;Simulation;Strategy,32.18,115,0.75
12948,Radiis,2018-07-19,Urban Goose Games,Indie;Strategy,28.46,1529,0.78
12949,DIG IT! - A Digger Simulator,2014-10-14,Cape Copenhagen,Simulation,36.52,104,0.69
12952,Waking Mars,2012-12-13,Tiger Style,Action;Adventure;Indie,21.64,15,1.0
12953,Viaerium,2017-10-24,Fireballed Studio,Adventure;Casual;Indie,7.75,54,0.9
12957,Burnin' Rubber 5 HD,2018-02-14,Xform,Action;Indie;Racing,21.64,91,0.75
12961,Morningstar: Descent to Deadrock,2015-02-17,Red Herring Labs,Adventure;Indie,22.88,99,0.94
12964,Affairs of the Court: Choice of Romance,2016-06-23,Choice of Games,Adventure;Indie;RPG,13.58,23,1.0
12965,Chronology,2014-05-12,Bedtime Digital Games,Adventure;Indie,12.34,36,0.61
12966,Disciples III - Renaissance Steam Special Edition,2010-07-13,Akella;.dat,Strategy;RPG,34.04,74,0.85
12967,Alekhine's Gun,2016-03-11,Maximum Games,Action;Adventure,29.7,626,0.77
12971,Night Blights,2016-04-15,Trapdoor Games;Hot Cross Games,Indie,16.06,46,0.86
12975,The Dream Collector,2017-12-17,Pinta Studios,Casual;Indie,5.27,76,0.67
12977,SUPER FLAIL,2018-08-03,CryptMade,Action;Casual;Free to Play;Indie,3.41,51,0.78
12983,The Dark Legions,2016-07-09,Mascot Entertainment,Indie;Strategy,5.52,154,0.94
12987,Kholat,2015-06-09,IMGN.PRO,Adventure;Indie,24.74,31,0.8
12988,SpaceBourne,2018-10-05,Burak Dabak,Indie;RPG;Simulation;Early Access,28.46,1800,0.67
12989,rymdkapsel,2014-01-30,grapefrukt games,Indie;Strategy,24.8,193,0.81
12994,Glowfish,2011-09-30,MumboJumbo,Adventure;Casual;Indie,22.88,669,0.82
12995,Tee Time Golf,2018-08-31,Barkers Crest Studio LLC,Sports;Early Access,21.64,55,0.8
12997,GRAVEN The Purple Moon Prophecy,2016-09-29,Orchid Games,Adventure;Casual;Indie,18.54,152,0.82
12999,Anomalies,2016-10-28,Schmidt Workshops,Casual;Indie;Simulation,2.6,442,0.72
13002,Dungeon Journey,2016-06-03,Carbomb Software;Nova Dimension,Action;Adventure;Casual;Indie;RPG;Simulation,7.38,204,0.67
13009,Take Off - The Flight Simulator,2017-10-10,Jujubee S.A.,Simulation,25.36,237,0.84
13010,The Dame Was Loaded,2019-01-28,Beam Software,Adventure;Strategy,16.06,67,0.92
13013,Void Invaders,2015-08-14,VoidDev,Action;Indie,10.48,43,0.74
13020,BARRIER X,2016-05-27,Noclip,Action;Indie,10.48,118,0.83
13021,Catch a Falling Star,2016-03-30,Alister Software,Casual;Indie,2.6,258,0.74
13023,Locoland,2015-05-28,Gromada;Buka Entertainment,Indie;Strategy,12.34,30,0.8
13026,KUBOOM,2016-10-07,nobodyshot,Action;Adventure;Free to Play;Indie;Massively Multiplayer,0.0,33,0.87
13030,Mystery Case Files: The Countess Collector's Edition,2018-11-27,Eipix Entertainment,Adventure;Casual,21.64,16,0.93
13032,Genius! NAZI-GIRL GoePPels-Chan ep1,2019-03-19,WarMachine,Casual;Indie,7.75,150,0.76
13036,Insanity Clicker,2016-06-07,PlayFlock,Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,0.0,23,0.91
13039,Jumps,2017-03-31,Kiwiforge;Timothy Vincent,Action;Indie;Racing,10.23,15,0.8
13043,Milkmaid of the Milky Way,2017-01-04,Mattis Folkestad,Adventure;Indie,18.54,113,0.84
13045,Witchaven II: Blood Vengeance,1996-05-06,Capstone Software,"Action,FPS,",18.54,22,0.95
13051,Still Life,2011-06-01,Microids,Adventure,21.64,30,0.6
13052,Wolf & Rabbit,2018-04-04,Sealtail Studio,Adventure;Casual;Indie;RPG,5.27,479,0.77
13053,Marvin's Mittens,2014-12-17,Breakfall,Adventure;Casual;Indie,13.58,55,0.96
13057,Blake Stone: Planet Strike,2015-05-05,JAM Productions,Action,16.06,100,0.77
13058,Dominique Pamplemousse,2014-03-11,Squinkifer Productions,Adventure;Indie,2.6,45,0.95
13059,A Dump in the Dark,2018-01-24,Oubliette,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,5.27,45,0.66
13060,Overcast - Walden and the Werewolf,2014-04-18,Microblast Games,Action;Adventure;Indie,3.6,47,0.95
13061,Avernum 5,2012-05-11,Spiderweb Software,RPG;Indie,16.06,63,0.77
13062,Beat Stickman: Infinity Clones,2019-01-30,Mini Fun Games,Action;Adventure;Casual;Indie;Simulation,7.75,19,1.0
13065,Wildlife Park 2 - Horses,2014-07-17,b-alive gmbh,Casual;Indie;Simulation;Strategy,14.2,22,0.54
13066,Corridor 7: Alien Invasion,March 1994,Capstone Software,"Action,FPS,",21.64,55,0.9
13067,Magicmaker,2014-09-22,Tasty Stewdios LLC,Action;Adventure;Indie;RPG,22.88,532,0.9
13070,The Wizard's Pen,2009-02-18,"PopCap Games, Inc.",Casual,16.06,546,0.73
13072,Diaries of a Spaceport Janitor,2016-09-16,Sundae Month,Adventure;Casual;Indie;RPG;Simulation,22.88,202,0.67
13073,REVOLVER360 RE:ACTOR,2014-10-24,Cross Eaglet,Action;Indie,22.88,530,0.78
13074,Chronicles of Teddy,2015-04-02,Storybird,Action;Adventure;Indie;RPG,65.04,253,0.96
13075,Reveal The Deep,2015-12-04,Lazy Monday Games,Casual;Indie,3.6,11,0.81
13076,Miner Warfare,2015-06-11,Heartbit Interactive,Action;Casual;Indie,10.48,120,0.8
13077,MMM: Murder Most Misfortunate,2017-05-01,Foolish Mortals Games,Adventure;Casual;Indie,12.34,115,0.73
13082,Novus Inceptio,2015-10-05,McMagic Productions s.r.o.,Adventure;Indie;RPG;Simulation;Early Access,25.98,203,0.84
13083,ORCS,2016-05-20,Pixel vs Pixel,Action;Adventure;Indie,5.27,76,0.72
13088,Meow Motors,2018-11-02,ArtVostok,Casual;Indie;Racing,28.46,163,0.57
13090,Control Craft 2,2016-02-15,Badim,Action;Casual;Indie;Strategy,12.4,58,0.86
13091,Spooky Bonus,2015-10-15,Grey Alien Games,Casual,22.88,58,0.81
13098,Tinertia,2015-09-03,Candescent Games;Section Studios,Action;Indie,28.46,14,1.0
13101,Stellar Monarch,2016-12-05,Silver Lemur Games,Indie;Simulation;Strategy,35.03,14,0.85
13102,Dark Romance: Heart of the Beast Collector's Edition,2018-04-06,Domini Games,Adventure;Casual,21.64,21,0.95
13104,Wild West Saga: Idle Tycoon Clicker,2018-12-18,Tamasenco,Casual;Free to Play;Indie;Simulation,0.0,165,0.89
13106,Dustoff Heli Rescue,2015-03-06,Invictus Games Ltd.,Action;Indie,10.23,13,1.0
13107,Russpuppy Kid Games,2018-09-12,Russpuppy,Adventure;Casual;Indie;RPG;Simulation;Strategy,12.34,162,0.9
13108,NAIRI: Tower of Shirin,2018-11-29,HomeBearStudio,Adventure;Indie,12.34,89,0.87
13110,Aeon of Sands - The Trail,2018-12-04,Two Bits Kid,Indie;RPG,37.82,452,0.91
13112,Flight Control HD,2010-11-18,Firemint,Action;Casual,16.06,338,0.74
13113,Bear With Me: The Lost Robots,2019-07-31,Exordium Games,"Adventure,",12.34,57,0.89
13114,PRICE,2016-09-15,YETU GAME,Adventure;Casual;Indie,0.0,14,0.64
13115,Table Top Racing: World Tour,2016-05-25,Playrise Digital Ltd.,Action;Indie;Racing,10.23,22,0.77
13116,1954 Alcatraz,2014-03-11,Daedalic Entertainment;Irresponsible Games,Adventure;Indie,22.88,302,0.62
13117,Freebie,2016-06-16,Free Games Info;hyperboreanGames,Casual;Indie,2.6,406,0.83
13118,Box Maze 2 : Agent Cubert,2018-01-05,GamersHype Productions,Action;Adventure;Casual;Indie;Strategy,2.6,18,1.0
13119,Siege of Centauri,2019-04-16,Stardock Entertainment,Indie;Strategy;Early Access,28.46,175,0.73
13120,Dead Man's Draw,2014-02-06,Stardock Entertainment,Casual;Indie;Strategy,16.06,280,0.88
13122,Aqua Kitty - Milk Mine Defender,2014-02-03,TIKIPOD;Electric Cafe,Action;Indie,16.06,266,0.83
13123,The spy who shot me,2019-01-29,Retro Army Limited,Action;Adventure;Indie,23.5,13,1.0
13124,SimpleRockets,2015-06-03,"Jundroo, LLC",Indie;Simulation,18.54,36,0.91
13135,Samantha Swift and the Hidden Roses of Athena,2008-10-31,MumboJumbo,Casual,22.88,165,0.8
13136,Red Rope: Don't Fall Behind,2016-07-21,Yonder,Action;Adventure;Indie,21.64,150,0.78
13139,COLINA: Legacy,2018-09-13,"Chance6 Studios, LLC",Action;Adventure;Indie,12.34,36,0.83
13140,Din's Legacy,2018-09-17,Soldak Entertainment,Action;Indie;RPG;Early Access,32.8,30,0.83
13141,RC Cars,2014-04-23,Creat Studio,Casual;Racing,10.48,380,0.87
13146,PUZZLE: LANDSCAPES,2018-08-08,AFBIK Studio,Adventure;Casual;Indie,2.6,57,0.85
13147,Nature Calls,2018-08-17,KX Games,Action;Casual;Indie,16.06,31,0.96
13148,METAL SLUG DEFENSE,2015-05-01,SNK CORPORATION,Action;Free to Play,0.0,37,0.75
13149,The Happy Hereafter,2014-06-05,Alawar;Mirball Games,Casual;Strategy,10.23,57,0.91
13151,Escape Rosecliff Island,2009-04-15,SpinTop Games,Casual,16.06,484,0.79
13152,Castle Clicker : Building Tycoon,2017-10-02,Autotelic Games LLC,Casual;Free to Play;Indie;Simulation;Strategy,0.0,271,0.81
13153,Dr. Cares - Family Practice,2018-12-05,Nitreal,Adventure;Casual;Simulation,25.98,103,0.83
13155,Merchant,2018-10-08,Retora Games,Casual;Free to Play;RPG;Simulation,0.0,323,0.91
13156,Super Duper Party Pooper,2016-06-06,K Bros Games,Casual;Indie;Simulation;Strategy,3.6,12,0.75
13157,Nephise: Ascension,2018-02-27,Tonguç Bodur,Adventure;Casual,12.34,202,0.96
13158,Bear With Me - Episode One,2016-08-08,Exordium Games,Adventure;Indie,0.0,71,0.8
13159,War of the Human Tanks,2014-01-10,Yakiniku Banzai,Adventure;Indie;Strategy,21.64,164,0.89
13161,Creepy Castle,2016-10-31,Dopterra,Adventure;Indie;RPG,21.64,13,1.0
13164,Escape from the Princess,2018-09-17,Salamandra88,Adventure;Casual;Indie,18.54,45,0.88
13165,Putt-Putt® and Fatty Bear's Activity Pack,2014-05-15,Humongous Entertainment,Casual,16.06,1122,0.5
13166,Space Pilgrim Academy: Reunion,2019-03-29,Pilgrim Adventures,Adventure;Indie,5.27,86,0.84
13167,Demon's Rise - War for the Deep,2018-04-29,Wave Light Games Inc.,Violent;Gore;Action;Indie;RPG;Strategy,16.06,339,0.88
13168,Greed Corp,2010-12-10,Vanguard Games,Strategy,22.88,615,0.74
13169,hack_me 2,2017-03-11,EasyWays Team,Indie;Simulation,10.23,28,0.92
13175,JQ: chemistry,2018-04-09,Snkl Studio,Casual;Indie,7.32,174,0.85
13176,Flotilla,2010-04-01,Blendo Games,Adventure;Indie;Strategy,21.64,57,0.92
13177,Santa Rockstar,2016-12-13,Bekho Team,Casual;Indie,21.64,18,0.88
13181,Magic Farm 2: Fairy Lands (Premium Edition),2019-04-08,Meridian93 Studio,Casual,10.23,44,0.9
13182,The Dark Inside Me,2018-06-06,Akçay Karaazmak,Adventure;Indie,18.54,75,0.53
13183,Rescue Team: Heist of the Century,2022-03-30,Game Mixer,"Time management,",16.06,3074,0.98
13186,Gnomes Garden: Halloween,2018-10-19,Toyman,Casual;Strategy,28.46,52,1.0
13187,I am Setsuna,2016-07-19,Tokyo RPG Factory,RPG,52.64,11,1.0
13192,Breakpoint,2019-10-04,Ubisoft Paris,"Tactical shooter,Stealth,Open world,",12.34,182,0.91
13194,LuGame: Lunchtime Games Club!,2019-05-31,H. Hochkins,"Visual novel,",21.64,24,0.95
13195,Polynomial 2 - Universe of the Music,2016-05-31,Dmytry Lavrov;Alexey Lavrov,Action;Indie;Simulation;Early Access,24.74,181904,0.94
13197,Woolfe - The Red Hood Diaries,2015-03-17,GRIN,Action;Adventure;Indie,22.88,32,0.5
13199,DinoSystem,2015-06-25,Capribyte Studios,Action;Indie;RPG;Simulation;Early Access,18.54,248,0.83
13205,Lethal VR,2016-11-08,Three Fields Entertainment,Action;Simulation,29.7,45,0.95
13206,Karma. Incarnation 1,2016-10-19,AuraLab,Adventure;Casual;Indie,12.34,448,0.73
13207,Date Warp,2014-09-02,Hanako Games,Adventure;Indie,22.88,59,0.98
13213,Nova Nukers!,2018-03-15,Lemonbomb Entertainment,Action;Casual;Indie,24.74,108,0.92
13214,The Adventure of Magical Girl,2018-06-21,Windward_Birds,Adventure;Casual;Indie;RPG,7.75,23,0.56
13215,Deadlight: Director's Cut,2016-06-21,Tequila Works;Abstraction Games,Action;Adventure,25.36,151,0.85
13217,Remnants Of Isolation,2015-05-01,Team Isolation,Casual;Indie;RPG,7.38,15,0.93
13218,Khet 2.0,2014-10-01,BlueLine Games,Casual;Indie;Strategy,22.88,370,0.76
13220,Heroes of a Broken Land,2014-08-07,Winged Pixel Inc.,Indie;RPG,28.46,27,0.81
13222,Making History: The Great War,2015-01-29,Muzzy Lane Software;Factus Games,Indie;Simulation;Strategy,45.2,73,0.95
13224,Little Bug,2018-09-25,Buddy System,Adventure;Indie,12.34,899,0.59
13226,Green Elephant 2D,2017-04-20,4Fufelz,Violent;Action;Adventure;Indie;Early Access,2.48,24,0.79
13227,The Wild Age,2019-03-07,McMagic Productions,Casual;Indie;Simulation;Strategy;Early Access,25.98,22,0.95
13228,A Wolf in Autumn,2015-10-27,David Szymanski,Adventure;Indie,7.38,102,0.83
13229,Japanese School Life,2016-11-22,code:jp,Casual;Indie,22.88,20,0.95
13230,Miniballist,2018-03-13,Timberwolf Studios,Casual;Indie,12.34,19,1.0
13232,2048,2018-10-31,Lucas Alexander Visual Arts;Nicolai Clemmensen;Gabriele Cirulli,Casual;Indie;Strategy,12.34,165,0.93
13235,Eador. Masters of the Broken World,2013-04-19,Snowbird Games,Indie;Strategy,35.03,96,0.95
13237,Golden Hornet,2017-12-22,Hijong Park,Action;Free to Play;Indie,3.41,185,0.86
13240,Zeus vs Monsters - Math Game for kids,2016-02-18,Peaksel D.O.O. Nis,Action;Casual,13.58,15445,0.84
13243,Blasters of the Universe,2017-08-31,Secret Location Inc.,Action,28.46,18,0.55
13245,Neon City Riders,2020-03-12,Mecha Studios,"Action,",32.8,155,0.88
13246,Crisis VRigade,2018-09-27,Sumalab,Action;Casual;Indie;Early Access,21.64,70,0.75
13247,State of Decay,2013-11-05,Undead Labs,"Action,Survival,TPS,",0.0,818,0.91
13248,Homesick,2015-05-28,Lucky Pause,Adventure;Indie,29.7,105,0.7
13249,Heart of Moon : The Mask of Seasons,2018-12-06,Unikgame,Casual;Indie,13.58,82,0.86
13253,Mystery Case Files: Rewind Collector's Edition,2018-07-23,Eipix Entertainment,Adventure;Casual,21.64,250,0.78
13254,Jake's Love Story,2017-10-05,Mikolaj Spychal,Adventure;Casual;Indie;Simulation,7.75,127,0.81
13256,Prime Mover,2018-05-21,4Bit Games,Indie;Simulation,28.46,104,0.86
13261,PONG Quest,2020-04-21,Chequered Ink,"Paddle,RPG,",28.46,27,1.0
13271,Wands,2017-12-19,Cortopia,Action;Strategy,32.8,75,0.9
13273,5,2019-08-23,Saurus,"Arcade,Sports,",2.6,212,0.85
13277,Off the Record: The Italian Affair Collector's Edition,2016-08-04,Eipix Entertainment,Adventure;Casual,22.88,153,0.96
13278,Waves,2011-11-16,Squid In A Box Ltd,Action;Casual;Indie,0.0,350,0.92
13280,Toaster Jam,2018-11-14,SnoutUp,Casual;Indie,5.27,173,0.76
13284,6180 the moon,2014-09-19,Turtle Cream;PokPoong Games,Action;Casual;Indie,14.2,24,0.95
13287,BomberZone,2016-06-10,Dracula Bytes,Action;Casual;Indie,3.22,27,0.77
13291,Taxi Chaos,2021-10-19,Team6 Game Studios,"Driving,",35.28,143,0.83
13292,DungeonUp,2015-09-04,Clewcat Games,Adventure;Indie;Strategy,12.34,104,0.91
13296,Uncraft World,2015-09-25,Studio TeamShuriken,Action;Indie;Early Access,22.88,114,0.86
13297,Alien Breed 2: Assault,2010-09-22,Team17 Digital Ltd,Action,22.88,20,0.8
13298,Pixel Ripped 1989,2018-07-31,ARVORE Immersive Games Inc.,Action;Adventure;Indie,28.46,21,0.8
13301,Captain Forever Remix,2016-06-03,Pixelsaurus Games;Future Crayon,Action;Indie,21.64,755,0.75
13304,The Last Wizard,2018-08-03,Hosted Games,Adventure;Indie;RPG,12.34,156,0.83
13305,The Falconers: Moonlight,2017-04-18,Bionic Penguin,Gore;Adventure;Casual;Indie,22.88,420,0.74
13307,SEQUENCE STORM,2018-12-21,"SPECIAL MAGIC GAMES, LLC",Action;Indie;Racing,0.0,60,0.9
13308,MotoGP13,2013-06-20,Milestone S.r.l.,Racing;Simulation;Sports,18.29,57,0.73
13310,One Day in London,2016-08-10,Owl Studio,Adventure;Casual;Indie,22.88,493,0.77
13312,DubWars,2016-07-19,MURA Interactive,Action;Casual;Indie,21.64,14,0.71
13314,Colorzzle,2018-08-10,Darong Studio,Casual;Indie,6.82,85,0.69
13315,Amberskull,2018-04-13,Charlie Behan,Violent;Action;Indie,12.34,246,0.78
13316,Astoria: The Holders of Power Saga,2017-08-02,Golden Unicorn Gaming Inc,Action;Adventure;Indie;RPG;Strategy,5.27,66,0.77
13319,Corridor Z,2018-01-08,Mass Creation,Violent;Action;Adventure;Indie,18.54,227,0.93
13321,DreamWorks Voltron VR Chronicles,2017-09-26,Digital Domain,Action;Adventure;Casual,21.64,10,1.0
13323,Spinnortality | cyberpunk management sim,2019-02-01,James Patton,Indie;Simulation;Strategy,28.46,146,0.76
13324,Paganitzu,2014-05-05,3D Realms (Apogee Software),Action;Adventure,16.06,1730,0.72
13325,SERIES MAKERS TYCOON,2019-02-22,CREW Studio Krüger UG,Casual;Indie;Simulation;Strategy,15.5,65,0.9
